Id,SalePrice
2658,100572.71185650249
2718,167805.95231057654
2414,215520.34344694362
1989,110188.16377317996
625,171746.98940086432
333,94778.6114672066
1327,116093.29369961459
858,148441.61028932044
95,181076.74834286573
1568,163478.52490048562
2482,151133.62488872657
1364,124366.59864767967
2584,142511.97650978592
818,283750.06995845167
2673,146620.35433659365
2089,130022.95337951508
1297,134577.71810136572
790,121598.44339422115
2616,189822.01042218026
720,168332.16893772676
222,153933.06869016643
557,125265.54217726873
1148,194897.05746034658
2766,172377.63625042513
534,169530.7053478126
1452,117364.81360595317
630,142683.1157858164
2648,108707.8552930863
125,148436.57889396301
1904,75284.183407345
1670,110982.32600588667
756,108598.80028486016
717,172138.05613219066
1032,161740.91721813707
852,208156.80635476095
1731,178703.79273123035
2639,104496.58533170147
2071,80885.61847929977
1267,130989.29310085981
1851,183772.4031768776
567,164136.2064693691
2439,200269.085918693
1898,153784.69644877088
647,159776.2943766839
2256,203608.24982460335
979,97027.66642493494
1444,214787.13241878257
2485,125094.64021248622
157,140250.32040812282
88,124358.43073030336
2003,105114.41481608122
186,184871.71984724086
1425,238604.41083585026
2695,133685.73900321004
738,111576.3642148419
395,151673.35029411176
1353,158063.77156655805
1878,139449.41608672202
390,158036.98570894526
1456,227980.2376606507
1103,320211.3473309004
1387,133348.85736751865
2070,151890.05286744895
1199,168590.35999649245
2479,169015.8071791533
501,321341.39807138883
2362,105090.45042854971
1718,182962.37226585747
2188,107459.36492081312
1483,153099.25718855104
2557,103446.29706001877
437,376640.52040701115
2224,197032.32182859056
1628,170814.58158814372
397,134013.38588530984
587,189730.32634733806
2182,1065862.1873290534
971,128311.16999649207
2611,154064.15163508104
1887,100248.2791637636
2399,375307.1583208476
2148,195426.6033356541
304,123684.86495225913
1997,118821.37790522496
2817,121276.17883009778
1431,191169.08131113267
427,304425.55683681014
263,122985.02160388272
598,166294.6550540973
2895,213769.8312798089
687,141521.05178659435
1822,135549.5236471433
2191,106028.0359293302
179,120454.53549561919
1009,201141.6525820307
2010,130394.60636944772
1991,124439.13573418594
1411,177885.55740557026
1721,214233.48267613727
1144,185096.65640424629
593,214284.53495458473
575,324164.31573047047
1249,170057.24982391988
1604,131255.7328201785
1064,591756.8238259183
1923,149873.68223148165
1988,102128.2714348201
2325,171238.12766446703
114,201117.70126837518
2700,172037.0418320481
217,123213.31473681475
343,171066.92994250482
386,222087.33365162407
2005,110586.57809787065
2908,140948.72032416504
1814,237891.91775507882
2446,623649.0964972641
208,126639.45056817059
1679,114353.04547630547
822,342767.2860270405
6,189788.47093093974
1781,417604.10023832164
2397,272570.5768795386
2340,322068.7471076225
1618,163940.42833979515
2843,133282.33314129853
1061,382185.7202403757
2786,125584.04811393024
1935,140041.46100762382
1341,118457.44030842966
521,279254.988365891
2136,137347.81908408538
996,202159.02052288712
227,157758.72478210722
135,173639.916131682
1167,159346.6601054771
294,234163.77416515397
1776,188880.55890776878
540,158336.72472978244
1717,186871.22457893955
2303,126806.09685368434
116,175200.7994001921
127,149954.35544718005
1371,140688.45501220136
1014,144554.32103385564
1507,93095.4262402276
702,120110.23336583946
750,126608.21405575318
261,146679.7852047807
1559,65153.2615000936
577,207284.2717675065
2812,194686.746767795
2080,152910.0613993636
1368,107384.74232792822
2376,133742.39864989405
659,105744.52268627114
1235,128759.71088563169
332,87596.54221678573
1917,141931.21379226292
2094,243039.6675251744
1460,257588.8324294253
1471,215421.00176153184
1509,136067.45607877054
1922,142780.3875233969
433,609487.7956687304
460,251526.05545224788
1116,236770.2088802238
1137,159798.40155960163
53,166325.0015740557
2354,259195.4346686195
1475,194257.34114719977
1761,846708.3490745005
842,147147.0656952728
2739,179335.92629546512
2509,151068.63923897553
1007,206072.14878674864
2610,175301.4836854063
1952,96619.71758797846
2719,170168.57262312947
2921,92319.97745486363
1966,145333.11869538482
292,117096.32294038992
1204,184371.84272356104
1829,259242.43796176446
2419,187905.4516426873
391,149838.26307109845
798,115821.69747282565
481,198057.19026372852
193,186782.3483225045
555,128372.68394550847
899,70329.89335663975
2357,184435.41878693263
328,118012.1413965364
1356,124533.8945793105
1154,117412.77264829651
1730,177528.2821505329
2249,156702.36574623708
1119,278216.6662847183
2856,142567.52389592383
1394,128735.99065772256
2587,111519.66702898481
61,313009.61061484826
2661,180920.05753251354
2711,125747.13840150912
1147,176316.87616402225
757,130367.27990629004
2623,109340.5458748666
2378,136300.9010551665
1413,137696.69209479116
1722,214020.07279659755
1112,213028.4041852898
1623,194632.54777205084
1201,176880.56812770598
1513,126561.40941919025
957,507934.83882982726
1171,278700.4734689788
1145,186808.99949763893
2726,229613.2000304579
703,133002.82461695184
760,87438.40126940126
1964,152635.69835517503
2512,176632.46007750262
159,140291.94763220186
1281,162300.43116772774
468,185936.95240660108
290,121923.64115858082
665,92144.32726833192
1463,254878.7924321027
1792,218564.22001196258
923,167092.2967431441
500,244617.03660698686
1408,181867.6940978493
331,86747.58382336644
170,113981.09291050951
2192,108595.92035319778
2571,324277.3391181886
2314,174260.5327655805
2647,90076.02088894187
422,474717.5578148046
2457,355498.6761870757
1838,197734.9926380254
2805,257212.83159700225
1645,154947.71111060522
1711,285619.54674884264
2825,237072.766951028
322,342729.94160497724
2103,251917.8680499434
342,118731.1595659693
600,122857.10677821348
488,180014.04913255523
1725,308407.7436259309
2246,289955.03082023
2847,174383.48625923824
806,243098.23037861264
530,225109.89179614867
963,188516.44636547152
2678,98048.17658119742
171,86494.29199925096
2401,471194.77185451996
805,222909.26890725375
2259,219956.06855628782
1748,184892.73989871732
1361,130898.30347905876
1677,112867.77731722889
1406,155095.72221741357
2322,253320.17182104508
688,151537.2319120734
143,140162.46679669493
804,207395.65060312892
1214,158888.15785887776
2828,139500.18650273996
1999,152749.69382539755
2467,197122.7326699442
2665,137938.65633431516
1538,377292.64457153494
398,119387.86890054733
2822,143590.00791439918
2157,141937.17407301953
1856,186332.00090889158
1269,95674.0035158951
2570,115530.14237331279
2320,230689.2439740135
1517,116441.13052997844
2304,123499.85564457279
1312,109068.09720840679
2012,129455.96215949122
506,228168.46820037696
2865,200377.16769736286
2367,100065.70350176863
554,82854.96144623437
238,128926.2041588628
1954,114248.59657606785
2488,116748.8046342401
2291,91738.23373530505
1969,108484.66416197791
2725,151389.33227707687
1482,149163.34940814253
2763,190085.38994687123
503,243380.75282328995
1584,245382.9390266339
1531,152387.56596305408
2210,156021.9597883541
459,335338.1140372867
556,127598.06563384256
1347,127316.05117727187
1290,91014.88931027925
1388,108445.10959818687
1571,337090.0572956405
2754,198809.83355930517
765,132377.19268524463
2494,127877.14897045273
2870,229273.31331320453
7,208692.6665216638
1114,226611.09987623314
2418,282477.75633485365
291,113638.62069838736
18,365324.9102048296
39,399330.4226937445
1001,219910.1221467298
2442,227097.25560536422
616,127469.18517372862
2680,74031.17784664246
1414,134312.8777575922
289,154865.68447476253
40,239085.479969115
860,129075.69969758019
409,129988.65672245827
673,147889.25066527745
2427,175793.9784371471
2036,223376.18825179705
2564,136453.5618790611
642,146324.4367764583
1008,177538.89608107271
1908,132516.7257594485
2519,195188.88514527737
1369,95688.81672440695
2855,165455.21353422018
712,96650.87067145688
1943,117481.63300750683
1958,121972.56875125266
107,157300.65302434802
2295,168560.82632909995
704,96180.77481860196
676,127652.77354681406
259,181678.07167262025
93,292243.15234483767
106,243951.3469443273
2315,178211.35162817876
1050,117401.50054714884
1095,201716.5881184514
2709,141382.6261389368
758,114451.75108068202
1496,150603.17144133992
2370,111430.7894572938
2458,284374.24416074145
2733,141640.18154653645
161,230332.06547798298
726,150090.38445136556
845,199533.29225581323
947,256277.09027062758
2232,109545.31793829816
2563,145169.7320436151
2299,135057.47562864362
211,78670.58411414517
605,152463.7598747576
1478,199342.40269182296
2247,285806.12270844716
2274,213342.3369761581
2869,213656.83298781453
967,210373.66779838948
2656,122391.7946180606
667,187499.08683526568
1042,106733.99443548695
2023,143839.17065236502
2447,423698.6325958121
2055,135616.1036405389
2275,284611.9649615655
2204,172904.3679709749
1563,284811.718863268
483,192401.93244568282
796,135906.73706552282
1526,167234.03918108888
2042,117244.64549216666
442,346633.2595950076
1693,314345.29240229336
1468,216244.3550334601
1430,200348.2446958375
2605,110706.66038889643
1529,198296.91908524177
335,135242.3257293822
1287,128715.26418772039
31,101264.781801035
1785,300924.317353321
82,157416.784561965
2620,118609.24803101376
252,179743.40902330336
721,70370.55518452218
2165,182909.7286722563
2316,185466.06905001056
775,133948.74618084973
1558,87020.7875341332
17,207633.9344178795
1022,214618.4495280482
925,137134.40769494584
438,257682.17875810023
1270,144621.977182559
1272,139416.78497162182
215,117807.63058922847
266,214782.87653897033
2402,265698.8501087807
1250,121276.20455277048
1984,116909.3400500405
1279,141774.2967841404
377,247516.6213533397
1252,103604.87155989518
2156,267472.1544062478
499,317188.80144070333
1374,132354.41721064408
2898,251239.47819745087
401,119915.2824913693
2721,180211.44163853175
2078,223358.69214496235
2589,130552.70295851305
1946,223867.50050708075
1334,123617.42141867694
2781,217067.91992489263
431,411469.692560205
576,197726.4473044344
1474,204800.85588340543
2254,147982.03502691168
2155,308991.17773326416
885,109725.51840103578
643,130536.26645132566
1944,129549.87697649859
480,195519.53611572363
2845,92222.15282557363
2387,306572.6690740055
2407,195754.69336520057
2527,155991.5974634958
2514,155033.8301672708
629,112660.81322199428
80,196689.01735024952
1876,144571.47428736291
1546,124123.02321976608
2518,159472.0831174396
2347,154908.35970576984
783,221444.22327607597
1322,59886.863182150395
194,85303.62642925551
1770,277264.8511629366
2143,132374.05400261807
1229,214496.43712075154
511,284510.57854917465
46,215431.6199772971
1348,139840.47347041787
2465,191569.98244450925
387,236479.80776162937
873,219560.58050353976
1918,128403.7478335518
2764,243145.33897451067
2184,135975.41356027118
934,134279.55324832842
1920,135258.63571374142
2631,140226.79390819717
1768,784157.9792887002
2040,127632.6924191811
1749,213731.5041725089
834,231691.2387557645
1457,227687.6132022906
79,126068.65654361129
2302,126934.44167236087
1817,142062.0696916387
2755,221536.684550083
359,175197.7175438067
2059,120492.27119641249
2092,227277.22078762294
2516,224216.18509905576
150,115396.7089832775
1656,123825.33899251503
83,89982.37358983494
2411,179326.30835891736
795,83368.221375613
2312,213820.2901772081
2917,89175.43118787557
1624,175548.31314736887
2215,358427.30062493496
1211,147335.03284405303
1485,151717.92518921703
1024,168137.75622558466
570,188863.57295931486
2874,131386.21777908923
700,126572.78458319769
2756,205517.83822148308
2022,166453.46601432667
583,223935.5356399228
2392,397287.2128880256
2424,173901.10857237517
212,98903.43881286836
736,130778.17958064811
1610,166407.0861066678
890,114787.9591381257
467,183353.06113251467
578,221179.31486515034
1747,193925.0179362384
1149,155938.7971911621
2758,252355.77515109914
857,135856.39145565577
2219,287863.4528788835
733,94240.19512232234
2909,109793.95646711219
1798,250970.9436270864
235,152754.13472937376
2366,116209.26413705297
1027,127188.89979567219
1195,142487.65252610546
1303,69431.2547189131
148,185598.6100804805
608,159464.71034936787
2515,202100.7110237875
821,260366.88274965002
2500,270562.5803708
745,118803.82698731066
741,113093.65484061254
1611,131741.05455389287
2532,135804.97770056207
1081,225909.02534548976
1692,481569.84346798883
2520,167459.48616486863
276,108078.98588194748
1992,111998.05633935984
663,70998.77388024684
418,122428.14377680431
1733,198516.57797170724
2359,146004.72258935124
253,178574.40210605925
1518,183911.72906823322
2035,122884.36440300834
2919,82129.73082254156
1540,249373.51655092722
2120,144118.08972711026
1674,170568.39010749516
256,142656.35367872287
2361,115320.18156375739
978,89418.5507741836
2280,144646.5839520802
2095,205326.15868581075
1709,324565.6683429479
2801,244854.92781672726
1246,120382.3851647398
2373,103995.5378589412
1055,274969.6357462041
2017,122492.18877500587
1099,256588.07492063227
1344,78659.90534489435
835,200397.28642576383
1117,210950.7017862428
2043,86629.11620551207
2085,136723.40277659698
410,145897.84392083983
2650,106519.09119575488
2867,174722.67904014615
1668,123013.10250769966
1161,162316.54630770383
2122,176864.80865840806
2539,146726.65610359525
1047,137851.53602060874
1445,131614.56117094232
541,127901.0735862575
569,213178.23191340434
1276,114586.7743744988
918,149568.04290948925
326,169353.14172154307
1936,131402.50871713864
895,108909.60581191616
257,144413.88928280261
1241,175030.09132973204
1545,114197.43582663342
1189,166552.82846287295
270,144191.08416959873
2066,172683.5030905936
693,117343.49980665806
1259,131551.2677538805
2916,156032.48402922612
2321,284608.26406114735
1977,88276.66686324369
1895,148962.5195086126
1240,165967.35464990485
85,138788.18599208843
1823,127561.47849059085
825,306550.3874586832
110,222538.5023714166
697,115550.5363147754
2297,111869.30846849966
1231,133347.70376283457
1355,140188.8449872202
968,352543.25245800515
584,204136.58620952265
1315,123226.05109961634
1606,138486.07498028805
206,105693.01827198711
1685,379143.8346290752
2016,139013.3163474082
869,201724.049309771
2135,130601.30187921762
2346,180654.26637355646
2430,225926.26595370355
2198,94135.80641017367
2652,110728.2201675821
27,124581.63692813361
241,166135.47005298795
906,125019.66588009297
1506,113902.98928498798
2098,392244.5114640843
1435,223811.04937285135
2213,124278.12953519356
1274,131579.24597906208
743,56941.96889965009
1737,194613.5987771771
2797,283207.50571339944
2185,77465.71599875193
58,175207.65680309333
830,195645.30054630578
808,110389.36622089957
680,147535.39793297686
1153,105882.95066402781
1291,119667.80291889462
1818,141652.7603751111
2161,184962.31565514387
1883,124274.69326071542
350,371151.4527100945
2473,139110.91919873422
